Age,Gender,Location,Lead_Source,Interest_Level,Follow_Ups,Lead_Converted,Course,Course_Level,Course_Duration_Weeks,Attendance,Test_Score,Project_Marks,Performance_Score,PIP_Flag,Top_Performer_Flag,Joined,Employment_Type,Basic_Salary,HRA,TA,PF,CTC
22,Male,Italy,LinkedIn,1,2,0,Python,Intermediate,20,72,62,52,60.0,0,0,0,Contract,2762,617.53,256.67,325.68,3961.88
26,Female,France,Website,4,4,1,Business Analytics,Beginner,12,86,87,94,89.6,0,1,1,Permanent,3817,729.31,455.33,441.99,5443.63
25,Male,Poland,Website,4,7,1,ML Engineering,Beginner,9,96,42,93,73.2,0,0,1,Contract,1939,465.83,210.08,201.47,2816.38
27,Male,Poland,Email Campaign,5,6,1,Python,Intermediate,22,66,81,87,80.4,0,0,1,Permanent,3416,721.9,281.81,382.57,4802.28
28,Male,France,LinkedIn,1,7,1,HR Analytics,Beginner,19,67,63,78,69.8,0,0,1,Contract,2836,692.53,230.87,302.44,4061.84
24,Male,Spain,Website,4,4,1,ML Engineering,Intermediate,5,96,82,97,90.8,0,1,1,Permanent,3108,661.23,269.58,311.37,4350.18
20,Male,Germany,Referral,1,2,0,ML Engineering,Beginner,13,73,79,63,71.4,0,0,0,Contract,2624,522.84,286.32,272.91,3706.06
38,Male,Germany,Walk-in,1,7,1,Python,Advanced,19,71,45,51,52.6,1,0,0,Contract,2199,417.65,192.08,224.88,3033.61
29,Female,Germany,Referral,5,0,1,ML Engineering,Beginner,8,95,59,75,72.6,0,0,1,Contract,2791,503.11,280.38,326.14,3900.63
31,Male,France,Referral,1,3,0,Business Analytics,Advanced,18,99,50,62,64.6,0,0,0,Contract,2932,636.98,245.5,308.36,4122.84
43,Male,France,Referral,2,5,1,Business Analytics,Beginner,16,76,71,84,77.2,0,0,1,Contract,1948,365.25,227.6,205.89,2746.74
34,Male,Italy,Website,2,4,1,Python,Beginner,16,99,99,58,82.6,0,0,1,Permanent,3058,634.29,286.71,364.51,4343.52
41,Male,Germany,Referral,3,4,1,HR Analytics,Intermediate,16,88,66,83,77.2,0,0,1,Contract,2883,637.86,335.37,310.16,4166.38
43,Male,Spain,Referral,5,0,1,Python,Beginner,18,86,60,97,80.0,0,0,1,Contract,2234,445.23,263.15,223.83,3166.21
28,Male,Spain,Website,3,6,1,Business Analytics,Beginner,17,60,83,80,77.2,0,0,1,Contract,1820,349.92,146.05,192.33,2508.3
39,Male,Germany,Email Campaign,2,6,1,Data Science,Advanced,11,93,87,61,77.8,0,0,1,Contract,2674,626.33,263.56,273.78,3837.68
36,Female,Germany,Referral,3,6,1,Data Science,Beginner,14,63,89,81,80.6,0,0,1,Permanent,3638,895.95,294.63,371.28,5199.86
36,Female,Germany,Email Campaign,5,5,1,ML Engineering,Intermediate,21,83,52,88,72.6,0,0,1,Contract,2044,382.29,237.81,207.57,2871.67
39,Male,France,Email Campaign,5,1,1,ML Engineering,Advanced,7,80,61,53,61.6,0,0,1,Contract,2896,552.82,291.73,323.96,4064.52
31,Male,France,Website,1,0,0,Data Science,Intermediate,13,92,74,64,73.6,0,0,0,Contract,2899,716.64,240.61,300.88,4157.12
26,Female,France,LinkedIn,4,5,1,Business Analytics,Intermediate,4,66,86,89,83.2,0,0,1,Permanent,3379,617.16,285.23,362.31,4643.69
21,Male,Poland,Referral,1,7,0,ML Engineering,Intermediate,8,60,61,72,65.2,0,0,0,Contract,2389,593.51,227.77,280.09,3490.36
22,Male,Spain,Email Campaign,5,0,1,Python,Intermediate,16,62,67,94,76.8,0,0,1,Contract,2189,394.73,257.45,237.48,3078.66
36,Male,Spain,Website,2,4,0,Python,Advanced,4,74,60,64,64.4,0,0,0,Contract,2367,570.82,254.96,280.05,3472.83
24,Female,Italy,LinkedIn,2,3,0,Business Analytics,Beginner,11,90,85,85,86.0,0,1,0,Contract,2058,414.71,236.06,226.3,2935.07
36,Female,France,LinkedIn,1,0,0,ML Engineering,Intermediate,6,75,57,80,69.8,0,0,0,Contract,2225,546.69,210.61,240.25,3222.55
43,Male,Poland,Website,5,1,1,Python,Advanced,6,69,70,97,80.6,0,0,1,Permanent,2867,579.67,234.32,329.73,4010.71
36,Male,Poland,Website,2,2,0,ML Engineering,Intermediate,10,88,99,71,85.6,0,1,0,Contract,1805,407.57,214.75,183.14,2610.46
36,Male,Spain,LinkedIn,5,7,1,ML Engineering,Beginner,7,65,85,52,67.8,0,0,1,Contract,1990,369.35,160.57,202.56,2722.48
21,Female,France,LinkedIn,2,5,1,Python,Advanced,6,88,76,76,78.4,0,0,1,Contract,1947,383.49,229.56,220.09,2780.14
21,Male,Italy,Referral,5,7,1,Data Science,Advanced,18,76,60,45,57.2,1,0,1,Contract,2204,516.08,208.82,241.86,3170.77
41,Male,France,LinkedIn,3,7,1,Python,Beginner,11,81,53,61,61.8,0,0,1,Contract,2057,446.39,165.39,238.22,2906.99
42,Female,Germany,Referral,5,0,1,Business Analytics,Advanced,6,83,64,53,63.4,0,0,1,Contract,2529,619.5,272.04,299.24,3719.78
24,Male,France,LinkedIn,5,0,1,HR Analytics,Beginner,10,76,66,64,67.2,0,0,1,Contract,1889,396.71,225.21,203.57,2714.5
20,Female,Germany,Website,1,1,0,Python,Advanced,21,80,79,89,83.2,0,0,0,Contract,2623,631.85,311.15,293.59,3859.59
20,Male,Germany,Email Campaign,3,3,1,ML Engineering,Advanced,14,70,99,76,84.0,0,0,1,Permanent,3672,776.36,317.4,403.97,5169.73
38,Male,Italy,Website,4,0,1,ML Engineering,Beginner,14,66,99,46,71.2,0,0,1,Contract,2910,723.27,253.9,348.13,4235.3
21,Male,Spain,Referral,1,0,0,Python,Beginner,20,98,62,76,74.8,0,0,0,Contract,2637,651.84,270.61,307.53,3866.98
40,Female,France,Website,4,3,1,HR Analytics,Advanced,9,64,70,89,76.4,0,0,1,Contract,2974,603.84,313.73,351.63,4243.2
31,Female,Germany,Website,2,1,0,Python,Advanced,11,80,86,53,71.6,0,0,0,Contract,2787,674.49,305.39,292.88,4059.76
25,Female,France,Referral,4,5,1,HR Analytics,Beginner,4,77,99,74,84.6,0,0,1,Permanent,3260,780.22,284.41,376.37,4701.0
42,Male,Spain,Website,5,7,1,HR Analytics,Beginner,13,94,68,64,71.6,0,0,1,Contract,1829,356.19,216.48,192.61,2594.29
23,Female,Spain,Email Campaign,4,5,1,Business Analytics,Advanced,22,79,86,82,83.0,0,0,1,Permanent,3499,782.73,369.32,364.51,5015.55
42,Male,Poland,Website,1,0,0,ML Engineering,Advanced,6,74,69,45,60.4,0,0,0,Contract,2901,536.94,330.37,344.89,4113.2
30,Male,Spain,Referral,1,3,0,ML Engineering,Advanced,7,64,90,49,68.4,0,0,0,Contract,2220,529.62,225.56,222.86,3198.04
43,Female,Italy,Referral,4,0,0,HR Analytics,Beginner,14,72,65,79,72.0,0,0,0,Contract,2878,553.2,277.93,343.37,4052.5
36,Male,Germany,Website,1,6,1,ML Engineering,Advanced,18,71,59,80,69.8,0,0,1,Contract,2104,389.15,250.56,216.68,2960.39
25,Male,Poland,Website,1,2,0,Data Science,Intermediate,4,80,77,45,64.8,0,0,0,Contract,2345,487.8,242.2,272.93,3347.93
43,Male,Italy,Referral,4,5,1,HR Analytics,Beginner,12,96,58,58,65.6,0,0,1,Contract,2928,645.29,335.77,308.96,4218.01
24,Male,France,Referral,3,6,1,ML Engineering,Advanced,14,65,66,53,60.6,0,0,1,Contract,2995,718.33,353.8,320.51,4387.64
39,Male,Germany,Referral,3,4,1,Data Science,Beginner,22,66,64,74,68.4,0,0,1,Contract,1821,451.97,194.87,189.99,2657.83
21,Male,Spain,Referral,2,2,0,Business Analytics,Intermediate,16,85,79,68,75.8,0,0,0,Contract,2190,461.57,223.29,244.65,3119.51
25,Male,Germany,LinkedIn,1,0,0,ML Engineering,Beginner,19,67,77,48,63.4,0,0,0,Contract,2416,445.1,193.62,258.42,3313.14
41,Female,France,Website,4,1,1,Data Science,Advanced,7,68,91,94,87.6,0,1,1,Permanent,2850,662.45,232.56,322.47,4067.48
30,Female,Poland,Referral,1,5,0,Python,Intermediate,4,86,62,58,65.2,0,0,0,Contract,2098,460.64,184.7,210.46,2953.79
35,Male,Poland,Walk-in,5,4,1,Python,Intermediate,23,63,68,69,67.4,0,0,1,Contract,1971,416.58,172.34,199.64,2759.56
35,Male,Poland,Referral,1,2,0,Data Science,Advanced,16,80,54,48,56.8,1,0,0,Contract,1846,372.24,166.49,188.28,2573.01
20,Male,Spain,LinkedIn,1,5,0,HR Analytics,Advanced,4,90,98,69,84.8,0,0,0,Contract,2425,521.78,223.58,262.82,3433.18
28,Male,Italy,Referral,3,3,1,HR Analytics,Advanced,8,80,42,54,54.4,1,0,0,Contract,2006,408.64,189.37,233.29,2837.3
25,Male,Italy,Email Campaign,4,1,1,ML Engineering,Beginner,8,99,49,79,71.0,0,0,1,Contract,2252,524.7,218.04,265.2,3259.94
35,Female,Germany,Email Campaign,1,2,0,Python,Beginner,17,84,54,99,78.0,0,0,0,Contract,2724,594.03,228.69,285.74,3832.46
22,Male,Spain,Referral,3,3,1,HR Analytics,Beginner,17,98,95,51,78.0,0,0,1,Contract,2553,616.24,208.57,284.63,3662.43
39,Male,Poland,Walk-in,2,6,1,HR Analytics,Advanced,11,74,55,86,71.2,0,0,1,Contract,2507,546.65,268.14,289.23,3611.02
23,Male,Poland,Website,3,0,0,Python,Advanced,7,94,56,57,64.0,0,0,0,Contract,2808,552.27,284.99,297.02,3942.29
38,Male,France,Website,3,3,1,Business Analytics,Beginner,10,96,58,48,61.6,0,0,1,Contract,2475,592.95,241.97,267.75,3577.67
22,Female,France,Email Campaign,3,2,1,HR Analytics,Intermediate,23,87,50,94,75.0,0,0,1,Contract,2999,656.8,316.03,331.33,4303.15
38,Female,Poland,Email Campaign,1,7,1,Data Science,Beginner,22,73,87,87,84.2,0,0,1,Permanent,3335,648.59,377.21,342.5,4703.3
39,Male,Poland,Website,1,2,0,ML Engineering,Intermediate,18,63,44,80,62.2,0,0,0,Contract,2582,577.45,250.73,259.54,3669.73
26,Female,Spain,Website,2,7,1,HR Analytics,Advanced,7,79,44,58,56.6,1,0,1,Contract,2933,601.38,309.86,302.26,4146.5
39,Male,Italy,Website,5,6,1,HR Analytics,Advanced,22,93,97,62,82.2,0,0,1,Permanent,3056,730.72,361.04,343.91,4491.67
28,Female,France,Website,5,0,1,Business Analytics,Beginner,12,71,53,52,56.2,1,0,1,Contract,2762,584.8,313.72,280.27,3940.79
20,Female,Italy,Email Campaign,5,7,1,Data Science,Beginner,16,92,89,76,84.4,0,0,1,Permanent,3677,848.84,356.82,381.65,5264.31
27,Male,Spain,Referral,2,7,1,ML Engineering,Advanced,17,83,65,71,71.0,0,0,1,Contract,1967,367.21,208.09,209.99,2752.29
26,Male,Poland,Referral,5,3,1,HR Analytics,Beginner,17,79,47,86,69.0,0,0,1,Contract,1885,391.56,164.15,191.44,2632.14
37,Male,Italy,Referral,5,3,1,ML Engineering,Advanced,13,64,44,81,62.8,0,0,1,Contract,2648,658.89,271.21,274.95,3853.06
27,Male,Poland,Website,3,0,0,Python,Advanced,19,97,46,67,64.6,0,0,0,Contract,2874,679.97,342.73,339.78,4236.48
20,Female,Poland,Website,1,3,0,HR Analytics,Intermediate,8,89,55,51,60.2,0,0,0,Contract,2935,561.16,295.65,294.63,4086.44
30,Male,Germany,LinkedIn,1,5,0,HR Analytics,Beginner,9,83,94,56,76.6,0,0,0,Contract,2241,446.95,262.43,253.39,3203.77
44,Male,Italy,Walk-in,3,0,1,Python,Advanced,5,99,53,69,68.6,0,0,1,Contract,2070,420.39,199.33,222.91,2912.63
44,Female,Italy,Email Campaign,3,1,1,Business Analytics,Beginner,16,66,76,47,62.4,0,0,1,Contract,2143,483.3,257.06,243.13,3126.49
37,Female,Poland,Website,3,7,1,HR Analytics,Intermediate,16,95,95,70,85.0,0,0,1,Permanent,3751,873.94,386.99,419.26,5431.19
42,Male,Spain,Email Campaign,1,2,0,ML Engineering,Intermediate,22,97,80,48,70.6,0,0,0,Contract,2833,658.58,231.43,295.96,4018.97
29,Male,Germany,Email Campaign,5,1,1,Data Science,Beginner,21,75,43,86,66.6,0,0,1,Contract,2293,494.58,237.26,268.15,3292.99
22,Male,Poland,Email Campaign,3,7,1,ML Engineering,Beginner,22,74,75,80,76.8,0,0,1,Contract,2043,483.7,185.88,224.4,2936.97
26,Male,France,Referral,2,5,1,Business Analytics,Advanced,4,82,87,59,74.8,0,0,1,Contract,2066,435.09,167.96,240.59,2909.64
35,Female,France,Referral,3,7,1,Data Science,Intermediate,11,71,95,76,82.6,0,0,1,Permanent,2999,565.83,338.39,324.25,4227.47
35,Male,Germany,Referral,4,7,1,ML Engineering,Intermediate,19,88,56,73,69.2,0,0,1,Contract,2000,439.02,182.06,239.39,2860.47
44,Male,Spain,Website,3,7,1,ML Engineering,Intermediate,5,74,86,54,70.8,0,0,1,Contract,2038,502.7,227.97,235.21,3003.88
39,Male,Poland,Website,1,6,0,Python,Beginner,11,88,75,65,73.6,0,0,0,Contract,2714,639.17,248.41,323.83,3925.41
36,Male,Italy,Website,3,5,1,Business Analytics,Advanced,9,80,45,98,73.2,0,0,1,Contract,2768,610.37,242.96,305.27,3926.6
21,Female,Germany,Referral,4,4,1,Python,Beginner,19,74,55,60,60.8,0,0,1,Contract,2283,514.31,271.58,249.93,3318.81
20,Female,Spain,LinkedIn,2,4,0,Data Science,Beginner,14,73,68,91,78.2,0,0,0,Contract,2045,501.31,193.18,235.4,2974.89
35,Male,Italy,Referral,5,4,1,Python,Beginner,20,75,75,63,70.2,0,0,1,Contract,2831,594.46,294.58,332.94,4052.99
31,Male,France,Website,3,0,0,Business Analytics,Advanced,22,74,77,73,74.8,0,0,0,Contract,1951,396.44,203.68,232.72,2783.84
24,Male,France,Walk-in,4,3,1,HR Analytics,Beginner,14,63,76,96,81.4,0,0,1,Permanent,3278,814.28,335.73,349.08,4777.08
24,Female,Italy,Walk-in,4,5,1,HR Analytics,Intermediate,11,86,87,95,90.0,0,1,1,Permanent,3685,886.03,429.63,427.36,5428.02
42,Female,Germany,Email Campaign,2,1,0,Data Science,Intermediate,7,82,96,62,79.6,0,0,0,Contract,2743,555.77,293.44,285.86,3878.06
28,Male,France,Walk-in,1,6,1,HR Analytics,Intermediate,14,88,87,88,87.6,0,1,1,Permanent,3899,828.4,374.89,432.44,5534.73
28,Female,Poland,Referral,3,1,0,Python,Advanced,11,68,49,60,57.2,1,0,0,Contract,2878,601.66,329.52,298.15,4107.33
22,Female,Italy,Walk-in,4,1,1,Data Science,Beginner,12,66,80,45,63.2,0,0,1,Contract,2245,427.53,195.86,240.1,3108.49
38,Male,Italy,Website,2,1,0,Business Analytics,Advanced,5,63,75,92,79.4,0,0,0,Contract,2419,597.61,246.18,286.96,3549.75
35,Female,France,Referral,5,6,1,Data Science,Beginner,19,64,68,46,58.4,1,0,1,Contract,2103,438.06,248.2,216.44,3005.7
35,Male,Germany,Website,4,4,1,Data Science,Intermediate,9,64,53,59,57.6,1,0,1,Contract,1931,465.9,202.79,217.52,2817.21
22,Male,Poland,Website,2,1,0,ML Engineering,Beginner,22,70,43,83,64.4,0,0,0,Contract,2703,522.37,304.57,302.36,3832.29
39,Male,Germany,Website,1,6,1,ML Engineering,Beginner,11,87,83,72,79.4,0,0,1,Contract,2787,608.54,295.82,285.43,3976.79
43,Male,Spain,LinkedIn,1,6,1,Data Science,Beginner,17,75,95,45,71.0,0,0,1,Contract,1846,335.38,209.66,196.64,2587.67
41,Male,Spain,Email Campaign,4,3,1,HR Analytics,Advanced,19,89,81,49,69.8,0,0,1,Contract,2556,596.81,301.04,284.38,3738.24
43,Female,France,LinkedIn,4,6,1,ML Engineering,Beginner,15,63,75,86,77.0,0,0,1,Contract,2489,549.23,226.29,258.22,3522.74
20,Male,France,Website,3,4,1,Business Analytics,Beginner,8,61,89,66,74.2,0,0,1,Contract,2847,637.13,247.08,330.29,4061.5
43,Female,France,Email Campaign,2,1,0,Python,Beginner,22,62,84,97,84.8,0,0,0,Contract,2486,456.48,247.01,296.94,3486.42
39,Male,Spain,LinkedIn,4,6,1,ML Engineering,Advanced,21,80,52,80,68.8,0,0,1,Contract,2585,503.49,279.37,269.6,3637.46
30,Male,Germany,Referral,3,0,0,Data Science,Advanced,12,65,85,90,83.0,0,0,0,Contract,2139,396.15,190.56,221.9,2947.6
36,Male,Germany,LinkedIn,3,6,1,HR Analytics,Advanced,5,77,57,57,61.0,0,0,1,Contract,2211,442.7,177.24,241.22,3072.16
27,Male,France,Website,4,2,1,Python,Beginner,23,64,72,45,59.6,1,0,1,Contract,2085,466.87,195.4,239.68,2986.96
23,Female,Poland,Referral,1,2,0,ML Engineering,Intermediate,15,68,60,60,61.6,0,0,0,Contract,2909,638.91,345.46,307.28,4200.65
25,Male,Germany,Walk-in,2,2,0,HR Analytics,Intermediate,5,79,55,99,77.4,0,0,0,Contract,2649,590.33,285.56,265.95,3790.84
27,Male,Spain,Website,2,6,1,HR Analytics,Intermediate,13,87,54,85,73.0,0,0,1,Contract,2229,486.92,214.1,247.03,3177.05
39,Male,Italy,Referral,1,4,0,HR Analytics,Beginner,4,85,93,66,80.6,0,0,0,Contract,1830,364.37,160.5,218.01,2572.88
22,Female,Italy,Email Campaign,4,1,1,Data Science,Intermediate,7,77,96,76,84.2,0,0,1,Permanent,2608,514.08,245.79,281.21,3649.07
35,Female,Italy,LinkedIn,2,5,0,Business Analytics,Intermediate,15,78,44,60,57.2,1,0,0,Contract,2239,424.5,194.33,242.71,3100.55
44,Female,Poland,Website,4,5,1,HR Analytics,Intermediate,12,62,45,95,68.4,0,0,1,Contract,2784,666.59,234.56,332.35,4017.49
22,Male,France,Website,4,5,1,Python,Beginner,7,68,77,59,68.0,0,0,1,Contract,2211,493.39,257.07,251.82,3213.28
44,Male,Spain,Website,3,4,1,ML Engineering,Intermediate,12,95,42,90,71.8,0,0,1,Contract,2327,449.24,279.02,266.17,3321.43
37,Male,Poland,LinkedIn,1,3,0,Python,Intermediate,9,90,87,96,91.2,0,1,0,Contract,2109,405.78,182.56,234.63,2931.98
33,Male,Spain,Referral,4,7,1,Data Science,Beginner,4,76,51,86,70.0,0,0,1,Contract,2748,662.58,225.83,328.36,3964.77
37,Male,Spain,Website,5,0,1,Data Science,Advanced,13,82,75,97,85.2,0,1,1,Permanent,3936,913.12,366.79,447.83,5663.74
21,Male,France,Walk-in,1,0,0,Python,Intermediate,17,93,72,56,69.8,0,0,0,Contract,2236,505.69,220.17,263.63,3225.49
41,Male,Italy,Referral,2,2,0,Business Analytics,Advanced,21,64,75,45,60.8,0,0,0,Contract,2503,521.83,220.75,285.31,3530.88
22,Male,France,Website,3,2,0,Data Science,Intermediate,9,74,72,97,82.4,0,0,0,Contract,2462,488.31,226.64,282.4,3459.35
35,Female,Poland,Referral,2,6,1,Data Science,Beginner,21,62,70,61,64.8,0,0,1,Contract,2164,537.89,190.51,228.97,3121.36
28,Male,Poland,LinkedIn,2,5,1,Python,Advanced,23,78,60,85,73.6,0,0,1,Contract,2722,641.87,302.06,288.72,3954.65
23,Male,Poland,Website,1,6,1,Data Science,Advanced,19,87,66,99,83.4,0,0,1,Permanent,2641,531.17,286.56,305.46,3764.18
20,Female,France,Website,2,7,1,Business Analytics,Advanced,18,62,66,95,76.8,0,0,1,Contract,1975,472.68,208.16,209.22,2865.06
23,Male,Spain,Email Campaign,4,5,1,Business Analytics,Advanced,19,97,47,94,75.8,0,0,1,Contract,2972,692.85,283.79,330.65,4279.29
20,Female,Spain,Referral,2,2,0,Business Analytics,Intermediate,11,63,95,72,79.4,0,0,0,Contract,2735,549.18,318.25,287.14,3889.56
33,Male,Germany,Referral,3,1,0,ML Engineering,Intermediate,16,83,76,51,67.4,0,0,0,Contract,2181,457.7,259.06,253.74,3151.5
40,Male,Poland,Referral,3,3,1,Business Analytics,Advanced,14,90,71,53,67.6,0,0,1,Contract,2105,406.3,183.02,215.15,2909.47
35,Female,Spain,Website,5,6,1,Business Analytics,Intermediate,10,70,65,66,66.4,0,0,1,Contract,2401,450.84,213.5,279.93,3345.27
39,Female,Germany,Website,3,3,1,ML Engineering,Advanced,20,96,41,70,63.6,0,0,1,Contract,2142,493.93,216.4,240.02,3092.35
43,Female,Spain,Referral,2,3,0,HR Analytics,Advanced,21,60,51,97,71.2,0,0,0,Contract,1955,388.51,163.54,202.81,2709.85
27,Male,Poland,Website,3,3,1,Data Science,Beginner,22,68,61,56,60.4,0,0,1,Contract,2511,596.12,244.72,278.32,3630.16
26,Male,Italy,Website,1,2,0,Business Analytics,Advanced,16,76,56,51,58.0,1,0,0,Contract,2878,718.62,297.22,304.06,4197.89
22,Male,Poland,Email Campaign,3,0,0,Data Science,Intermediate,18,60,46,90,66.4,0,0,0,Contract,2202,408.17,222.14,234.45,3066.76
36,Male,France,Walk-in,4,2,1,Python,Advanced,4,62,82,91,81.6,0,0,1,Permanent,3338,711.37,311.22,357.27,4717.86
20,Female,Spain,Email Campaign,1,3,0,Data Science,Beginner,19,85,43,59,57.8,1,0,0,Contract,2596,613.03,264.01,262.89,3735.93
35,Male,Spain,Email Campaign,5,2,1,ML Engineering,Intermediate,8,90,76,82,81.2,0,0,1,Permanent,3813,896.92,451.28,456.49,5617.68
31,Female,France,Website,4,3,1,Data Science,Beginner,6,85,77,65,73.8,0,0,1,Contract,2402,560.15,211.95,241.71,3415.81
38,Male,France,Walk-in,2,4,0,Data Science,Beginner,13,82,71,58,68.0,0,0,0,Contract,1976,403.95,209.84,223.78,2813.57
41,Male,Italy,Website,2,5,1,Data Science,Advanced,22,89,50,46,56.2,1,0,1,Contract,2248,476.06,183.74,241.49,3149.29
42,Male,Spain,Walk-in,2,0,0,HR Analytics,Beginner,8,69,40,52,50.6,1,0,0,Contract,2542,563.43,210.11,287.04,3602.59
41,Female,Spain,Walk-in,4,4,1,HR Analytics,Beginner,10,67,64,89,74.6,0,0,1,Contract,2100,521.17,214.35,224.96,3060.49
33,Female,Italy,LinkedIn,4,1,1,Python,Intermediate,17,84,81,99,88.8,0,1,1,Permanent,3862,783.71,325.17,438.24,5409.12
25,Female,Germany,Walk-in,4,2,1,ML Engineering,Beginner,6,81,91,50,72.6,0,0,1,Contract,2106,515.17,170.36,241.32,3032.85
25,Female,Italy,LinkedIn,1,1,0,Data Science,Advanced,16,74,63,81,72.4,0,0,0,Contract,2550,507.08,221.49,290.22,3568.79
32,Female,Poland,Website,1,6,0,Data Science,Advanced,16,69,92,81,83.0,0,0,0,Contract,2668,664.96,273.72,272.88,3879.56
38,Female,Spain,Referral,2,2,0,Data Science,Advanced,13,79,82,77,79.4,0,0,0,Contract,2013,456.79,217.67,227.75,2915.21
41,Male,France,LinkedIn,3,7,1,Data Science,Beginner,5,82,95,85,88.4,0,1,1,Permanent,3604,765.65,317.51,380.58,5067.75
27,Male,Poland,Website,2,7,1,HR Analytics,Intermediate,9,60,56,50,54.4,1,0,0,Contract,2890,644.29,308.45,290.66,4133.4
21,Male,Spain,LinkedIn,5,5,1,Python,Advanced,11,61,47,96,69.4,0,0,1,Contract,1932,384.62,168.66,209.23,2694.51
40,Female,Italy,Walk-in,1,4,0,Business Analytics,Beginner,7,78,98,70,82.8,0,0,0,Contract,2311,460.33,241.59,251.14,3264.06
20,Female,Poland,Website,4,5,1,ML Engineering,Advanced,15,73,84,83,81.4,0,0,1,Permanent,3294,619.1,317.8,360.18,4591.08
34,Male,Spain,Email Campaign,1,6,0,Data Science,Advanced,18,67,66,85,73.8,0,0,0,Contract,2787,523.91,295.85,317.99,3924.74
20,Female,Germany,Walk-in,4,3,1,Python,Intermediate,11,97,91,81,88.2,0,1,1,Permanent,3260,666.14,390.55,346.14,4662.83
24,Female,Germany,Walk-in,5,5,1,Business Analytics,Advanced,10,71,57,58,60.2,0,0,1,Contract,2516,587.23,295.66,267.46,3666.36
35,Male,France,Walk-in,5,5,1,Python,Intermediate,17,85,66,81,75.8,0,0,1,Contract,2052,456.69,164.51,207.69,2880.89
38,Male,Spain,Referral,1,7,0,HR Analytics,Beginner,22,86,61,52,62.4,0,0,0,Contract,1837,343.85,212.02,208.93,2601.81
23,Female,Germany,Walk-in,4,3,1,Business Analytics,Advanced,17,88,55,83,72.8,0,0,1,Contract,2866,686.86,236.9,319.15,4108.91
22,Male,Italy,Email Campaign,5,7,1,Python,Beginner,16,74,41,57,54.0,1,0,0,Contract,2428,539.25,286.8,259.77,3513.82
36,Female,Spain,Website,2,2,0,HR Analytics,Beginner,4,60,44,57,52.4,1,0,0,Contract,2786,688.87,254.29,317.89,4047.05
36,Male,Italy,Referral,2,3,0,Python,Beginner,22,87,57,84,73.8,0,0,0,Contract,1845,418.65,175.79,204.33,2643.78
31,Female,Italy,LinkedIn,4,4,1,Python,Advanced,4,62,42,87,64.0,0,0,1,Contract,2104,404.52,176.03,230.15,2914.7
33,Female,Germany,Website,1,5,1,Business Analytics,Intermediate,7,77,66,72,70.6,0,0,1,Contract,2032,433.15,171.69,223.98,2860.82
40,Female,Spain,LinkedIn,5,7,1,HR Analytics,Advanced,13,93,93,62,80.6,0,0,1,Permanent,3053,688.13,332.99,344.16,4418.28
25,Male,Poland,LinkedIn,1,3,0,Data Science,Beginner,6,91,56,63,65.8,0,0,0,Contract,2559,465.68,301.38,289.68,3615.74
22,Female,Germany,Website,2,6,1,ML Engineering,Intermediate,23,88,55,82,72.4,0,0,1,Contract,2638,477.59,275.49,279.05,3670.12
28,Female,Germany,LinkedIn,5,6,1,Business Analytics,Beginner,12,84,45,76,65.2,0,0,1,Contract,1957,369.99,212.6,201.21,2740.79
24,Male,Spain,Email Campaign,1,5,0,HR Analytics,Intermediate,6,85,90,66,79.4,0,0,0,Contract,2824,558.07,311.99,291.25,3985.31
43,Female,Spain,Referral,3,4,1,Python,Advanced,9,98,46,46,56.4,1,0,1,Contract,2016,423.5,182.47,227.38,2849.35
36,Male,Italy,Website,4,1,1,HR Analytics,Intermediate,9,67,89,57,71.8,0,0,1,Contract,2727,583.91,223.09,320.31,3854.31
33,Male,Spain,Website,4,7,1,ML Engineering,Advanced,15,78,53,67,63.6,0,0,1,Contract,2306,437.36,184.65,249.49,3177.5
40,Male,Italy,Referral,3,4,1,ML Engineering,Beginner,4,81,77,69,74.6,0,0,1,Contract,2560,581.47,240.71,264.68,3646.86
22,Male,Germany,Walk-in,2,0,0,Data Science,Intermediate,19,88,79,72,78.0,0,0,0,Contract,2703,599.34,242.35,311.2,3855.88
20,Male,France,Website,5,0,0,Data Science,Beginner,8,92,54,55,62.0,0,0,0,Contract,2380,477.46,196.33,277.63,3331.42
39,Female,Poland,LinkedIn,4,0,1,ML Engineering,Intermediate,12,97,86,77,84.6,0,0,1,Permanent,3777,683.47,329.28,444.22,5233.97
40,Male,Germany,Website,3,5,1,Business Analytics,Advanced,13,94,86,68,80.4,0,0,1,Permanent,3998,741.37,339.75,448.32,5527.44
42,Female,Spain,Referral,3,6,1,Business Analytics,Intermediate,16,62,87,46,65.6,0,0,1,Contract,2319,481.0,270.38,271.82,3342.21
20,Male,Poland,Email Campaign,2,2,0,Python,Intermediate,18,78,72,74,74.0,0,0,0,Contract,2074,395.67,177.56,208.04,2855.27
22,Male,France,LinkedIn,2,7,1,Data Science,Advanced,15,69,82,61,71.0,0,0,1,Contract,2291,472.81,232.55,234.01,3230.37
37,Male,France,Website,1,6,1,Python,Advanced,8,86,66,84,77.2,0,0,1,Contract,2626,588.15,272.38,267.46,3753.99
44,Female,Italy,Referral,4,2,0,Data Science,Advanced,8,74,68,78,73.2,0,0,0,Contract,2750,600.34,279.78,314.19,3944.32
29,Male,Poland,Website,1,2,0,ML Engineering,Intermediate,21,70,96,82,85.2,0,1,0,Contract,2725,534.6,228.8,276.29,3764.69
